Cluster,fake_identificacion,Periodo,Region,Zona,Centro,Periodo Admision,Ciclo Academico,Tipo de Programa,Estatus del Curso,Porcentaje de beca,Porcentaje desencuento matricula,Monto descuento automatico,Edad,Sexo,Discapacidad,Porcentaje de discapacidades,Número discapacidades,Metodología de la invest y tec(Bim1),Computación y sociedad(Bim1),Fundamentos de tecnologias(Bim1),Algoritmos y resolución de pro(Bim1),Humanismo universidad y cultu(Bim1),Fundamentos matematicos(Bim1),Metodología de la invest y tec(Bim2),Computación y sociedad(Bim2),Fundamentos de tecnologias(Bim2),Algoritmos y resolución de pro(Bim2),Humanismo universidad y cultu(Bim2),Fundamentos matematicos(Bim2),Metodología de la invest y tec(aaBim1),Computación y sociedad(aaBim1),Fundamentos de tecnologias(aaBim1),Algoritmos y resolución de pro(aaBim1),Humanismo universidad y cultu(aaBim1),Fundamentos matematicos(aaBim1),Metodología de la invest y tec(aaBim2),Computación y sociedad(aaBim2),Fundamentos de tecnologias(aaBim2),Algoritmos y resolución de pro(aaBim2),Humanismo universidad y cultu(aaBim2),Fundamentos matematicos(aaBim2),Metodología de la invest y tec(acdBim1),Computación y sociedad(acdBim1),Fundamentos de tecnologias(acdBim1),Algoritmos y resolucion de pro(acdBim1),Humanismo universidad y cultu(acdBim1),Fundamentos matematicos(acdBim1),Computación y sociedad(acdBim2),Fundamentos de tecnologias(acdBim2),Algoritmos y resolucion de pro(acdBim2),Humanismo universidad y cultu(acdBim2),Fundamentos matematicos(acdBim2),Metodología de la invest y tec(apeBim1),Computación y sociedad(apeBim1),Fundamentos de tecnologias(apeBim2),Algoritmos y resolucion de pro(acdBim2),Humanismo universidad y cultu(apeBim1),Fundamentos matematicos(apeBim1),Computación y sociedad(apeBim2),Algoritmos y resolución de pro(apeBim2),Componente_1,Componente_2,porcentaje_de_beca
Bueno,ZEXO07095448170109,202264,QUITO,SIERRA-CEN,LATACUNGA,202064,2,CONTINUO,CURSOS INSCRITOS,30,20,125.85,39,HOMBRE,NO,0,0,8.61,8.93,8.78,9.25,9,8.83,7.97,9.29,8.77,9,9.38,8.3,2.66,3.14,2.58,2.75,2.5,2.5,2.13,2.94,2.67,2.85,2.88,2.04,3.1,3,3.5,3.5,3.5,3.39,3.5,3.1,3.25,3.5,3.3,2.85,2.79,2.7,3,3,2.94,2.85,2.9,-2.042021731,0.083856309,202064
Bueno,SCEC53395023724771,202164,QUITO,METROPOLIT,QUITO,202064,2,CONTINUO,CURSOS INSCRITOS,50,20,0,39,HOMBRE,NO,0,0,9.39,9.54,8.8,9.64,9.5,9.59,8.76,9.43,9.67,9.3,9.94,9.92,2.89,3.19,2.75,3.14,3,3.15,2.56,3.25,3.17,3.25,3.44,3.42,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.5,3.25,3.5,3.5,3,2.85,2.55,3,3,2.94,2.78,2.8,-2.350419121,0.20531762279118765,202064
Bueno,HEXP92883901571041,202162,QUITO,METROPOLIT,QUITO,202062,2,CONTINUO,CURSOS INSCRITOS,8,20,168.68,39,HOMBRE,NO,0,0,9.25,9.28,9.52,9.69,9.35,9.57,8.19,9.04,9.67,9.05,9.61,9.68,2.75,3.25,3.17,3.25,2.95,3.38,2.03,3.01,3.17,3,3.31,3.35,3.5,3.5,3.5,3.44,3.5,3.5,3.43,3.5,3.25,3.3,3.33,3,2.53,2.85,3,2.9,2.69,2.6,2.8,-2.271404633,0.15895571686536109,202062
Bueno,GLJQ55048286392846,202264,GUAYAQUIL,COSTA-INS,MILAGRO,202062,1,NUEVO,CURSOS INSCRITOS,30,20,0,39,HOMBRE,NO,0,0,8.64,7.18,7.99,8.73,7.56,7.5,8.15,8.9,5.53,6.35,8.1,7.27,2.14,3.19,2.16,2.55,2.56,1.68,1.88,2.58,2.33,2,2.25,1.06,3.5,1.2,3.5,3.38,2,2.98,3.5,1.7,3.25,3.05,3.21,3,2.79,2.33,2.8,3,2.84,2.82,1.1,-1.292868045,-0.222685876,202062
Critico,CYWR29324877585375,202264,QUITO,METROPOLIT,QUITO,202064,1,NUEVO,CURSOS INSCRITOS,50,20,0,39,HOMBRE,NO,0,0,0,0,0,0.1,0,0,0,0,0,0.23,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0.13,0,0,0,-1,-1,0.1,-1,-1,-1,0.1,2.942851043507066,-1.460332505,202064
Bueno,SNUU87612805917590,202264,QUITO,METROPOLIT,QUITO,202064,2,CONTINUO,CURSOS INSCRITOS,40,20,0,39,HOMBRE,NO,0,0,9,9.27,9.83,8.94,8.5,8.53,7.04,8.66,9.58,8.53,9.25,9.06,2.5,3.2,3.33,2.79,2.5,2.22,2.18,2.83,3.08,2.55,2.75,2.73,3.5,3.5,3.5,3.45,3.3,3.37,3.35,3.5,3.38,3.5,3.33,3,2.57,3,2.7,2.7,2.94,2.48,2.6,-2.065323952,0.045981249522892585,202064
Incierto,JXJI91981680992529,202264,QUITO,SIERRA-CEN,AMBATO,202062,1,CONTINUO,CURSOS INSCRITOS,0,20,97.67,39,HOMBRE,NO,0,0,3.78,8.73,7.35,8.08,-1,-1,5.54,3.73,2,3.6,-1,-1,2.28,2.69,2.07,2.58,-1,-1,1,0.95,1,1,-1,-1,1.5,3.15,2.5,2.5,-1,-1,1.28,1,1.5,-1,-1,0,2.89,2.78,3,-1,-1,1.5,1.1,1.180687621613518,-0.415692217,202062
Regular,GMFI95580550782047,202164,QUITO,SIERRA-NOR,JOYA DE LOS SACHAS,202064,1,NUEVO,CURSOS INSCRITOS,20,20,0,39,HOMBRE,NO,0,0,7.97,5.23,4.87,3.12,8.31,5.79,0.5,4.33,2,2.6,5.15,4.69,1.95,2.56,1.77,1.72,2.01,1.08,0.5,0.9,0.7,0.87,0.85,0.74,3.43,1.55,2.2,0.7,3.3,2.63,1.86,0.7,0.63,3.3,1.33,2.59,1.12,0.9,0.7,3,2.08,1.57,1.1,0.2393109879840231,-0.338258136,202064
Bueno,ULLM12178182463189,202264,CUENCA,SIERRA-SUR,CUENCA,202064,1,NUEVO,CURSOS INSCRITOS,0,20,0,39,HOMBRE,NO,0,0,7.79,7.18,7.51,7.99,8.86,7.69,6.42,8.6,8.72,8.08,9.19,7.77,2.29,2.56,2.26,1.6,2.56,1.93,1.81,2.31,2.42,1.93,2.69,2.73,2.5,3.5,3,3.44,3.3,2.98,3.5,3.3,3.15,3.5,2.04,3,1.12,2.25,2.95,3,2.78,2.79,3,-1.565034598,-0.433745013,202064
Regular,SCRJ01640237177870,202162,QUITO,METROPOLIT,QUITO-CARCELEN,202064,1,NUEVO,CURSOS INSCRITOS,10,20,0,39,HOMBRE,NO,0,0,2.29,5.37,1.96,7.68,9.14,7.39,5.9,5.34,7.65,4.85,9.24,8.24,2.29,2.96,1.96,2.5,2.84,2.59,1.74,3.14,2.75,2.62,3.19,2.54,0,1.2,0,2.38,3.3,3.19,1.3,2.5,1.13,3.05,3.24,0,1.21,-1,2.8,3,1.61,0.9,1.1,-0.437096484,-0.165874853,202064
Bueno,ISTN48333440019325,202162,QUITO,METROPOLIT,QUITO-CARCELEN,202062,2,CONTINUO,CURSOS INSCRITOS,40,20,0,39,HOMBRE,NO,0,0,8.96,8.84,9,9.55,8.94,9.53,9,9.4,9.58,9.51,9.5,9.04,2.46,3,2.8,3.05,2.94,3.18,2.5,3.13,3.08,3.01,3,2.79,3.5,2.9,3.5,3.5,3,3.41,3.5,3.5,3.5,3.5,3.25,3,2.94,2.7,3,3,2.94,2.77,3,-2.218908516,0.15095513324639784,202062
Bueno,HOCY63441115027593,202262,GUAYAQUIL,COSTA-CEN,MANTA,202064,2,CONTINUO,CURSOS INSCRITOS,10,20,131.85,39,HOMBRE,NO,0,0,8.23,9.3,8.89,9.55,9.28,8.9,8.91,9.4,6.9,8.55,9.25,7.3,2.38,3.09,2.39,3.05,2.78,3.08,2.6,3.19,3.25,2.25,2.75,1.98,3.3,3.3,3.5,3.5,3.5,3.19,3.43,2.3,3.5,3.5,2.39,2.55,2.91,3,3,3,2.63,2.78,2.8,-1.979113566,0.17088391658149268,202064
Critico,DBYG35602240334425,202264,QUITO,METROPOLIT,QUITO,202062,1,NUEVO,CURSOS INSCRITOS,10,20,0,39,HOMBRE,NO,0,0,0,0.4,0,2.87,0,1,0,0,0,0.23,0,0,-1,0.4,-1,0.27,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2.5,0,0,0,0,0.13,0,0,0,-1,-1,0.1,-1,1,-1,0.1,2.7031183874492752,-1.432862698,202062
Bueno,RQOO75410430862152,202162,QUITO,SIERRA-CEN,AMBATO,202062,1,NUEVO,CURSOS INSCRITOS,0,20,137.41,39,HOMBRE,NO,0,0,8.04,7.37,7.35,8.17,8.45,6.91,8.14,7.42,4.93,8.2,8.33,8.09,1.73,1.94,2.05,1.67,2.25,1.13,1.98,2.39,1.83,2,2.63,1.78,3.5,3.1,3.05,3.5,3.3,2.78,3.1,2.5,3.4,3.3,3.38,2.81,2.33,2.25,3,2.9,3,1.93,2.8,-1.40724795,-0.479770518,202062
Bueno,PWVB25269983282162,202264,QUITO,METROPOLIT,QUITO,202162,2,CONTINUO,CURSOS INSCRITOS,10,20,175.8,39,HOMBRE,NO,0,0,9.14,9.22,9.17,9.07,8.51,9.09,7.95,9.17,5.73,7.6,9.18,9.31,2.64,3.25,2.67,2.67,2.31,2.78,2.06,3.06,2.58,3,2.88,2.87,3.5,3.2,3.5,3.5,3.2,3.41,3.3,1.05,3.5,3.3,3.44,3,2.77,3,2.9,3,2.9,2.81,1.1,-1.877303152,0.234693853,202162
Bueno,LDCK68065034471042,202164,GUAYAQUIL,GRAN-GYE,DURAN,202062,2,CONTINUO,CURSOS INSCRITOS,10,20,131.85,39,HOMBRE,NO,0,0,8.33,7.31,6.52,6.74,8.73,7.81,6.68,7.13,7.48,5.71,8.89,7.13,2.05,2.81,2.54,2.26,2.78,1.89,1.91,2.5,2.58,2.58,2.59,1.55,3.5,3.28,1.5,3.38,3.15,3.5,2,2.5,0.73,3.3,3.07,2.78,1.22,2.48,1.1,2.8,2.42,2.63,2.4,-1.296944805,0.062041534,202062
Bueno,XCTF64735848022074,202264,LOJA,SUR,LOJA,202062,2,CONTINUO,CURSOS INSCRITOS,0,20,195.33,39,HOMBRE,NO,0,0,9.14,9.3,7.78,9.23,8.8,9.53,8.48,9.48,8.55,9,9.15,8.74,2.64,3.01,3.08,2.83,2.5,3.25,2.31,3.13,3.25,2.7,3.25,2.5,3.5,3.5,2.3,3.4,3.3,3.28,3.5,2.9,3.5,3.5,3.24,3,2.79,2.4,3,3,3,2.85,2.8,-2.100022582,0.21050903892116118,202062
Bueno,EUJN75995366569123,202264,CUENCA,SIERRA-SUR,MACHALA,202162,2,CONTINUO,CURSOS INSCRITOS,40,20,0,39,HOMBRE,NO,0,0,9.83,9.73,9.67,9.67,9.75,9.63,9.25,9.72,10,9.83,9.88,10,3.33,3.38,3.17,3.17,3.25,3.13,2.75,3.44,3.5,3.33,3.38,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,2.85,3,3,3,3,2.78,3,-2.483817781,0.26710689603707855,202162
Bueno,MLLH84592717096005,202064,QUITO,METROPOLIT,QUITO,202062,2,CONTINUO,CURSOS INSCRITOS,18,20,121.3,39,HOMBRE,NO,0,0,8.98,9.62,9.92,9.48,9.94,9.56,9.04,9.16,9.75,9.35,9.69,9.55,2.48,3.26,3.42,2.98,3.44,3.06,2.69,3.33,3.25,3.17,3.19,3.22,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.38,3.5,3.33,3,2.86,3,3,3,3,2.33,2.8,-2.351373331,0.22399657189768526,202062
Bueno,HFNA44235995304512,202064,QUITO,METROPOLIT,QUITO,202062,2,CONTINUO,CURSOS INSCRITOS,10,20,131.85,39,HOMBRE,NO,0,0,8.74,9.13,9.05,9.43,9.9,9.1,8.44,7.86,7.55,8.87,9.56,8.81,2.24,2.96,3.3,2.93,3.5,2.72,2.1,2.89,3,2.67,3.06,2.65,3.5,3.35,3.5,3.5,3.4,3.41,3.3,2.6,3.4,3.5,3.27,3,2.82,2.25,3,3,2.97,1.67,2.8,-2.031468129,0.1542551721045692,202062
Bueno,ZYLS95326864431840,202064,QUITO,SIERRA-CEN,AMBATO,202064,2,CONTINUO,CURSOS INSCRITOS,0,20,91.61,39,HOMBRE,NO,0,0,8.61,9.17,8.3,7.57,9.39,8.3,8.34,9.31,7.57,7.55,8.66,7.91,2.11,3.15,2.47,2.37,3.44,2.97,2.33,3.06,3.17,2.1,2.56,1.88,3.5,3.2,3.5,2.5,2.95,3.4,3.43,1.4,3.25,3.1,3.03,3,2.82,2.33,2.7,3,1.93,2.82,2.2,-1.758195464,0.202865152,202064
Bueno,ZZJO55216647559273,202064,GUAYAQUIL,GRAN-GYE,GUAYAQUIL,202062,2,CONTINUO,CURSOS INSCRITOS,0,20,91.61,39,HOMBRE,NO,0,0,7.05,9.23,8.29,6.27,8.16,8.88,8.19,8.69,6.05,7.93,8.66,7.69,0.75,2.91,2.39,0.97,2.56,2.6,1.84,3.01,2.25,2.33,2.56,1.95,3.3,3.5,3.5,2.5,2.6,3.5,2.9,2,3,3.1,2.74,3,2.82,2.4,2.8,3,2.78,2.78,2.6,-1.566563595,0.033645877,202062
Bueno,HPVH21949511545970,202064,QUITO,METROPOLIT,QUITO,202064,2,CONTINUO,CURSOS INSCRITOS,50,20,0,39,HOMBRE,NO,0,0,8.99,8.93,8.38,9.17,9.65,9.36,8.75,9.46,9.32,8.2,9.63,9.01,2.49,3.25,3.1,3.07,3.25,3.03,2.26,3.06,3.42,2.25,3.13,2.74,3.5,3.08,2.5,3.5,3.5,3.33,3.5,2.9,3.15,3.5,3.38,3,2.6,2.78,2.6,2.9,3,2.9,2.8,-2.123127935,0.2313924952387647,202064
Regular,XDZD33235762407094,202264,CUENCA,SIERRA-SUR,MACHALA,202064,2,CONTINUO,CURSOS INSCRITOS,10,20,42.28,39,HOMBRE,NO,0,0,3.17,2.81,2.25,7.45,7.3,7.61,0.85,2.5,2.47,2.95,6.86,6.54,2.04,2.81,2.25,2.15,2.5,2.16,0.85,1,0.97,1.72,2.76,1.97,-1,0,0,2.5,1.8,2.71,0,1.5,0.63,3.1,2.57,1.13,-1,-1,2.8,3,2.74,1.5,0.6,0.36208057811248634,0.14434145291852676,202064
Incierto,SUKD04096795160417,202262,GUAYAQUIL,GRAN-GYE,GUAYAQUIL,202064,1,CONTINUO,CURSOS INSCRITOS,10,20,115.67,39,HOMBRE,NO,0,0,0.45,3.4,0.67,1.3,8.74,0.23,0.4,3.35,2.07,0.6,5.98,0.14,0.45,0.85,0.67,0.6,2.44,0.23,0.4,0.5,0.57,0.6,1.88,0.14,-1,1.05,0,0,3.3,0,0,1.5,0,3.1,0,-1,1.5,-1,0.7,3,0,2.85,-1,1.4283056449902083,-0.01149122,202064
Regular,HIAP51246860865725,202064,GUAYAQUIL,GRAN-GYE,GUAYAQUIL - CENTENARIO,202062,1,NUEVO,CURSOS INSCRITOS,60,20,0,39,HOMBRE,NO,0,0,5.49,5.93,6.08,3.33,6.79,8.05,6.36,8.39,4.48,4.15,7.74,6.54,2.06,3.08,2.38,2.4,2.39,2.85,1.98,3,2.58,1.92,2.19,2.41,2,0,1.75,0.03,1.4,2.39,3.14,1,1.13,3.15,2.92,1.43,2.85,1.95,0.9,3,2.81,2.25,1.1,-0.411811012,0.1704032024365761,202062
Bueno,PWMV90414927421018,202064,CUENCA,SIERRA-SUR,MACAS,202062,1,NUEVO,CURSOS INSCRITOS,10,20,123.67,39,HOMBRE,NO,0,0,7.81,6.77,7.45,8.69,8.5,7.6,5.77,8.94,6.55,6.36,8.24,6.89,2.18,2.41,2.4,2.25,2.3,1.9,1.71,3,2.25,2.01,1.94,1.66,3,1.95,2.5,3.44,3.3,2.98,3.28,2.5,3.25,3.3,2.57,2.63,2.41,2.55,3,2.9,2.72,2.66,1.1,-1.274731704,-0.284371967,202062
Regular,AILK26036128135054,202064,QUITO,METROPOLIT,QUITO-VILLAFLORA,202064,1,NUEVO,CURSOS INSCRITOS,20,20,113.33,39,HOMBRE,NO,0,0,3.69,6.13,2.9,7.07,8.83,7.26,0.4,2,0.63,0.83,1.5,2.65,2.19,3.13,2.4,2.67,2.68,2.63,0.4,0.5,0.63,0.6,0.5,0.4,1.5,1.5,0.5,3.5,3.15,1.75,0,0,0.13,0,0,0,1.5,-1,0.9,3,2.88,1.5,0.1,0.8788791486509727,-0.260601652,202064
Critico,RYBY85268510540610,202162,QUITO,METROPOLIT,QUITO-CARCELEN,202062,1,CONTINUO,CURSOS INSCRITOS,10,20,0,39,HOMBRE,NO,0,0,0.94,4.93,3.3,2.05,2.66,1.25,-1,0,1.5,0,1,0,0.94,2.23,1.8,1.4,1.31,1.25,-1,-1,-1,-1,-1,-1,-1,1.2,0,0.65,1.35,0,0,1.5,0,0,0,-1,1.5,1.5,-1,-1,0,-1,-1,2.2025354741953636,-0.516262473,202062
Critico,MCQH64918212686447,202064,QUITO,METROPOLIT,QUITO-CARCELEN,202062,1,NUEVO,CURSOS INSCRITOS,10,20,0,39,HOMBRE,NO,0,0,0.3,1.78,0.23,2.84,2.95,0.67,0,0,0,0.23,0,0,0.3,0.35,0.23,0.3,0.45,-1,-1,-1,-1,-1,-1,-1,0,0,0,2.44,1.5,0,0,0,0.13,0,0,0,1.43,-1,0.1,1,0.67,-1,0.1,2.4390798332487815,-1.043097534,202062
Regular,UGGC88474137127950,202064,QUITO,SIERRA-NOR,NUEVA LOJA,201964,1,NUEVO,CURSOS INSCRITOS,0,20,0,39,HOMBRE,NO,0,0,1.73,4.73,4.6,5.27,6.24,5.34,0,2,0.67,0.5,0.5,0,1.73,2.6,2.35,1.67,2.19,1,-1,0.5,0.67,0.27,0.5,0,0,0,0,2.5,1.05,1.51,0,0,0.13,0,0,0,2.13,2.25,1.1,3,2.83,1.5,0.1,1.403815553070427,-0.166329732,201964
Bueno,MIAZ57684051885390,202064,CUENCA,SIERRA-SUR,GUALACEO,202064,2,CONTINUO,CURSOS INSCRITOS,10,20,131.85,39,HOMBRE,NO,0,0,7.35,7.58,5.75,6.21,9.01,8.76,8.62,9.46,8.7,8.98,9.94,8.68,0.85,3.31,1,0.93,2.51,3.18,2.19,3.38,3.25,3.33,3.44,3.1,3.5,1.5,2.8,2.38,3.5,3.28,3.2,2.45,3.25,3.5,2.64,3,2.77,1.95,2.9,3,2.3,2.88,2.4,-1.737504873,0.18084271119549375,202064
Regular,TDVN83288133335845,202064,SANTO DOMINGO,COSTA-NOR,ESMERALDAS,202064,1,CONTINUO,CURSOS INSCRITOS,30,20,99.16,39,HOMBRE,NO,0,0,7.76,9.38,4.16,3.07,8.75,5.08,1.89,6.57,6.25,2.37,9.06,4.5,2.25,3.09,2.66,2.47,2.7,2.69,1.89,-1,2.75,-1,-1,2.52,3.3,3.5,0,0,3.15,1.62,1.5,3.5,0,3.5,0,2.21,2.79,1.5,0.6,2.9,0.77,-1,-1,0.13192089315794214,0.30279428065981917,202064
Critico,TINF71965687509210,202264,QUITO,METROPOLIT,QUITO,202064,1,NUEVO,CURSOS INSCRITOS,10,20,113.78,39,HOMBRE,NO,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,0,3.0163853015578983,-1.49312021,202064
Critico,FKMD99478330227312,202162,QUITO,METROPOLIT,QUITO,202064,1,NUEVO,CURSOS INSCRITOS,100,20,0,39,HOMBRE,NO,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,0,3.0189685234817722,-1.470142543,202064
Incierto,AEUB91613236520777,202064,QUITO,METROPOLIT,QUITO-CALDERON,202064,2,CONTINUO,CURSOS INSCRITOS,10,20,115.67,39,HOMBRE,NO,0,0,-1,7.92,8.76,9.57,-1,9.77,-1,9.35,7.63,7.36,-1,7.2,-1,3.28,2.93,3.07,-1,3.49,-1,2.95,2.93,2.3,-1,2.96,-1,2,3.5,3.5,-1,3.5,3.5,2,3.5,-1,1.75,-1,2.64,2.33,3,-1,2.78,2.9,1.56,-0.077207669,-0.75353654,202064
Critico,JLTF07024719038253,202262,LOJA,SUR,BALSAS,202064,1,NUEVO,CURSOS INSCRITOS,10,20,0,39,HOMBRE,NO,0,0,-1,4.3,1.31,1.88,-1,2.14,-1,0,0,0,-1,0,-1,0.4,0.33,-1,-1,0.43,-1,-1,-1,0,-1,-1,-1,1.5,0,1.88,-1,0.71,0,0,0,-1,0,-1,2.4,0.98,0,-1,1,-1,0,2.635232040306444,-1.204518474,202064
Critico,DAAM43788133086282,202262,QUITO,METROPOLIT,QUITO-CARCELEN,202062,1,CONTINUO,CURSOS INSCRITOS,0,100,54.85,39,HOMBRE,NO,0,0,-1,6.3,5.57,3.5,-1,5.11,-1,3.5,0.67,0,-1,2.45,-1,2.33,2.39,2.5,-1,2.11,-1,0.5,0.67,0,-1,0.33,-1,1.35,1,0,-1,0,1.5,0,0,-1,0,-1,2.62,2.18,1,-1,3,1.5,0,1.7965253099176215,-0.29915416,202062
Critico,QAUD85381750357246,202064,QUITO,METROPOLIT,QUITO,202062,1,NUEVO,CURSOS INSCRITOS,60,20,0,39,HOMBRE,NO,0,0,-1,1.8,0.33,2.87,0.45,0.91,-1,0,0,0.23,0,0,-1,0.45,0.33,0.27,0.45,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.5,0,0,0,0,0.13,0,0,-1,1.35,-1,0.1,-1,0.91,-1,0.1,2.674020077176042,-1.238584826,202062
Regular,FTXE05421123173327,202064,QUITO,METROPOLIT,QUITO,202062,2,CONTINUO,CURSOS INSCRITOS,10,20,57.27,39,HOMBRE,NO,0,0,4,3.75,2.58,5.58,6.78,7.78,0.5,2.44,3.14,4.3,2,8.94,2,2.53,2.58,2.28,2.28,3.06,0.5,2.44,3.14,2.2,1,2.89,2,0,0,2.5,1.5,3.05,0,0,1,0,3.27,0,1.22,-1,0.8,3,1.67,0,1.1,0.3953796316029473,0.047418302057362895,202062
Incierto,VGER47634368015886,202064,CUENCA,SIERRA-SUR,CUENCA,202064,1,NUEVO,CURSOS INSCRITOS,10,20,92.94,39,HOMBRE,NO,0,0,-1,8.7,7.56,6.55,-1,6.91,-1,8.91,6.75,6.91,-1,8.23,-1,2.83,2.31,2.55,-1,1.93,-1,2.96,2.75,2.76,-1,2.15,-1,3.3,3,3.1,-1,2.41,3.4,3.1,3.05,-1,3.15,-1,2.57,2.25,0.9,-1,2.57,2.55,1.1,0.2093458910368328,-1.248552397,202064
Bueno,XLPN50266093049972,202264,QUITO,METROPOLIT,MACHACHI,202062,2,CONTINUO,CURSOS INSCRITOS,10,20,0,39,HOMBRE,NO,0,0,7.15,8.01,8.52,8.69,5.05,8.44,8.03,7.61,7.45,8.37,7.1,7.94,0.8,2.61,2.62,2.75,0.75,2.2,1.98,2.94,2.65,2.37,1,2.01,3.35,3.15,3.5,3.44,1.6,3.24,3.5,2.1,3.5,3.3,3.33,3,2.25,2.4,2.5,2.7,3,1.17,2.5,-1.433134845,-0.231454335,202062
Incierto,IBCT64477833074928,202064,QUITO,METROPOLIT,QUITO-SAN RAFAEL,202062,2,NUEVO,CURSOS INSCRITOS,10,100,61.93,39,HOMBRE,NO,0,0,-1,-1,5.83,9.09,-1,8.07,-1,-1,9.33,6.86,-1,8.01,-1,-1,2.4,2.79,-1,2.71,-1,-1,3.18,3.18,-1,2.42,-1,-1,2,3.5,-1,3.5,-1,3.3,1,-1,3.38,-1,-1,1.43,2.8,-1,1.86,-1,2.68,1.1755242287671372,-1.561204106,202062
Bueno,CPJA93385369765440,202264,QUITO,METROPOLIT,QUITO,202062,1,CONTINUO,CURSOS INSCRITOS,10,20,157.55,39,HOMBRE,NO,0,0,8.03,8.71,9.07,9.6,9.49,9.35,5.23,7.62,9.15,9.22,8.55,8.6,2.08,3.31,2.89,3.1,3.39,2.85,1.75,1.94,3.25,2.92,3.25,2.33,3.4,2.55,3.18,3.5,3.1,3.5,2.9,2.9,3.5,3.3,3.33,2.55,2.85,3,3,3,3,2.78,2.8,-1.935979909,0.098293617,202062
Critico,GDSD37285771127418,202264,CUENCA,SIERRA-SUR,CUENCA,202062,1,NUEVO,CURSOS INSCRITOS,0,20,79.31,39,HOMBRE,NO,0,0,-1,-1,6.55,3.79,-1,6.78,-1,-1,3.37,0.67,-1,6.61,-1,-1,0.87,0.8,-1,0.84,-1,-1,0.97,0.67,-1,0.93,-1,-1,3.5,2.19,-1,3.06,-1,0.6,0,-1,2.68,-1,-1,2.18,0.8,-1,2.88,-1,0,1.9817964067847076,-1.56861351,202062
Incierto,JEPY55883811380312,202162,LOJA,SUR,HUAQUILLAS,202064,1,CONTINUO,CURSOS INSCRITOS,60,20,0,39,HOMBRE,NO,0,0,7.25,8.9,8.03,6.02,-1,7.99,2.94,6.41,8.94,2.75,-1,6.87,1.9,2.83,2.58,2.23,-1,1.64,1.34,2.31,3.04,1.95,-1,1.84,3.1,3.5,3.5,2.19,-1,3.5,1.5,2.9,0.8,-1,2.22,2.25,2.57,1.95,1.6,-1,2.85,2.6,0,-0.031316653,-0.426245229,202064
Critico,SJIJ37125222143483,202064,LOJA,SUR,LOJA,202064,1,NUEVO,CURSOS INSCRITOS,10,20,79.98,39,HOMBRE,NO,0,0,-1,-1,2.71,1.33,-1,1.39,-1,-1,0,0,-1,0,-1,-1,2.01,1.33,-1,0.42,-1,-1,-1,0,-1,-1,-1,-1,0.7,0,-1,0,-1,0,0,-1,0,-1,-1,-1,0,-1,0.97,-1,0,2.9924725244319026,-1.268998756,202064
Incierto,NUXF18339682148596,202162,QUITO,METROPOLIT,QUITO-VILLAFLORA,201964,1,NUEVO,CURSOS INSCRITOS,0,20,50.61,39,HOMBRE,NO,0,0,-1,-1,8.08,5.51,-1,6.68,-1,-1,6.15,6.47,-1,6.82,-1,-1,2.85,2.07,-1,2,-1,-1,2.7,1.27,-1,1.73,-1,-1,3.5,2.44,-1,2.91,-1,1.8,3,-1,2.45,-1,-1,1.73,1,-1,1.77,-1,2.2,1.4717719554558455,-1.687091918,201964
Incierto,FIRG77725882523720,202064,SANTO DOMINGO,COSTA-NOR,QUEVEDO,202064,1,CONTINUO,CURSOS CADUCADOS,10,20,0,39,HOMBRE,NO,0,0,-1,-1,8.28,6.89,-1,8.1,-1,-1,7.17,7.02,-1,8.87,-1,-1,2.93,3.04,-1,2.36,-1,-1,2.42,2.67,-1,2.49,-1,-1,2.5,0.95,-1,3.15,-1,3.1,3.25,-1,3.38,-1,-1,2.85,2.9,-1,2.59,-1,1.1,1.1817712427527043,-1.098273447,202064
Incierto,ROGH57880283552718,202162,QUITO,METROPOLIT,QUITO,202064,2,CONTINUO,CURSOS CADUCADOS,20,20,0,39,HOMBRE,NO,0,0,-1,-1,8.81,8.87,-1,8.93,-1,-1,9.07,8.86,-1,7.93,-1,-1,2.83,2.82,-1,2.43,-1,-1,3.17,2.76,-1,2.15,-1,-1,3.2,3.45,-1,3.5,-1,2.9,3.3,-1,2.78,-1,-1,2.78,2.6,-1,3,-1,2.8,0.8878961362952195,-1.304525079,202064
